"bus_rest.business_id" "bus_rest.stars" "bus_rest.longitude" "bus_rest.latitude" "bus_rest.state" "bus_rest.attributes.RestaurantsTakeOut" "bus_rest.attributes.RestaurantsReservations" "bus_rest.attributes.WiFi" "bus_rest.attributes.Caters"
"421" "iP0o0sxOhxLssSdME4SZvg" 4 -115.1012254 36.0180244 "NV" TRUE FALSE "free" TRUE
"422" "vILvd6b0jMFkKkrkpKMbbw" 2.5 -111.7979656 33.2802627 "AZ" TRUE FALSE "no" FALSE
"424" "1pOqoAixFXrVci0kSZnbzQ" 4 -89.4980948 43.0321886 "WI" TRUE FALSE "no" FALSE
"429" "pbL2-Gej2_lSPXQ-Hn71uA" 3.5 -81.4409909 41.6626838 "OH" TRUE TRUE "free" TRUE
"430" "6DnEkunyUifLz0wDYQ84wg" 3.5 -3.1859969348 55.9473902477 "EDH" FALSE TRUE "paid" FALSE
"434" "Kd688LtN-SAisyZnBs2VhQ" 4 9.1646258 48.777394 "BW" TRUE FALSE "no" FALSE
"435" "zOL260xaXDYZZPBItzALxQ" 4 -112.0647459 33.4732278 "AZ" TRUE TRUE "no" FALSE
"437" "gIPrEKqnJwaAH0ZyvnQHeg" 3 -115.085169 36.132771 "NV" TRUE TRUE "free" FALSE
"438" "2AS4HuJJHTBG6R8D9ldrdA" 4 -81.5081147 41.1433504 "OH" TRUE FALSE "no" FALSE
"439" "3ssvkvS64jO70_WwZ_qejw" 2.5 -79.7492261 43.6946093 "ON" TRUE FALSE "no" FALSE
"440" "HaPwC4nxs6RPfe1pAQkQ4A" 4 -115.3145487 36.1291519 "NV" TRUE TRUE "free" TRUE
"443" "w_QyzxBhdYPlVwcasM0J3g" 3.5 -79.383074 43.64622 "ON" FALSE TRUE "no" FALSE
"444" "aVKOO7rBVo2lCj-KElxp5Q" 3 -111.9402513 33.4259647 "AZ" TRUE FALSE "no" FALSE
"445" "mVr_62FJXajH7u44pyBIOQ" 3 -111.598454241 33.3934771554 "AZ" TRUE FALSE "free" TRUE
"446" "1OxSzNUssdRohY5dC-kWVg" 3.5 -111.7120912 33.5711513 "AZ" TRUE FALSE "no" FALSE
"447" "d6VYQbeTZ_WdD8Uuhh35dg" 4 -89.3796241524 43.0739300186 "WI" FALSE TRUE "no" FALSE
"449" "aNGcHb8rjFFI9nY_fUgImg" 4 -115.168874355 36.1272067684 "NV" TRUE TRUE "free" FALSE
"451" "_4Tus-IHFA4ErdNg32yvBQ" 2.5 -81.9505965 41.4643579 "OH" TRUE FALSE "free" FALSE
"452" "TW6A7M0j0R9hp1zYpxz2FQ" 3.5 -81.6814938294 41.5002333552 "OH" TRUE TRUE "free" TRUE
"454" "OX6oIIr4ELW8aRjbHjXYEg" 4.5 -73.639206 45.4274192 "QC" TRUE FALSE "no" TRUE
"455" "atBul_9I4TtdozKU0mRBjg" 4 -79.5573663656 43.6151207344 "ON" FALSE TRUE "no" TRUE
"457" "q3oJ6bNRV3OoJrwc95GOwg" 4.5 -115.242907187 36.0359228984 "NV" TRUE FALSE "free" FALSE
"458" "XWxYHSld0T2TfANwt1KmqA" 3.5 -115.1745719 36.1162194 "NV" TRUE TRUE "free" FALSE
"464" "Pjg0ML-Se8fnbWgHHodGYQ" 3 -115.127554 36.159189 "NV" TRUE FALSE "no" FALSE
"465" "94BEy7wGKmrOC7sjSHMisw" 3.5 -115.279399 36.143528 "NV" TRUE FALSE "free" FALSE
"467" "zVp8yTlFZtTURpYyBAh9vw" 5 9.1464030541 48.7246295231 "BW" TRUE FALSE "no" TRUE
"468" "Z0PvhaSGgR5NsoXctsUa5A" 4.5 -111.9995627 33.495495 "AZ" TRUE FALSE "free" TRUE
"472" "1ZnVfS-qP19upP_fwOhZsA" 4 -115.20992 36.126663 "NV" TRUE FALSE "no" FALSE
"473" "L95AbX7soDeDoOErUuuGyw" 3 -115.1803484 36.2611589 "NV" TRUE TRUE "no" FALSE
"477" "EqklwVjVvlXAx15-Xeh5EA" 4 -79.3204735908 43.6724768772 "ON" FALSE FALSE "free" FALSE
"480" "NOKaVqvi4hI8RgGjFCFIAg" 4 -79.4133199 43.6537655 "ON" TRUE FALSE "no" TRUE
"481" "kblFxfo_xnMUZF0U0aGXQw" 3.5 -112.047064871 33.5373335871 "AZ" TRUE TRUE "no" FALSE
"484" "BxHB59eoHU586fkffRv3Hg" 3.5 -80.1011467 40.3701468 "PA" TRUE FALSE "no" FALSE
"485" "UuxYj2mmUjySJ8X0zeW2Pg" 4.5 -112.185388617 33.6130727273 "AZ" TRUE TRUE "free" TRUE
"488" "hDy-uY7Vy_TZdGBzw59lhA" 4 -79.4002861 43.6480711 "ON" TRUE TRUE "no" TRUE
"490" "jPc1kahFgwCEvrhtcZX2NQ" 2.5 -78.9130130424 43.8696508507 "ON" TRUE TRUE "no" FALSE
"491" "410NJLoLryd-vYNwRA58pw" 3 -73.559772 45.507367 "QC" TRUE TRUE "no" TRUE
"492" "cGGVtODSGDMhj1G8UylfWQ" 4.5 -79.8205185 40.4838954 "PA" TRUE TRUE "no" TRUE
"495" "fK1oj0dk9Bc6KsBk5mMDxg" 3.5 -79.4655048 43.6653032 "ON" TRUE TRUE "no" TRUE
"498" "o75ipeJO4E0Pfvq39jwcQg" 4 -80.0724221 40.3905629 "PA" TRUE TRUE "no" TRUE
"500" "2aiaryk7kgUBhXhVu-9vHg" 4 -3.2044903 55.9514296 "EDH" TRUE TRUE "no" TRUE
"501" "T2EyxkHr4HAmruwa5XM6CA" 1.5 -79.4071149 43.6567395 "ON" TRUE FALSE "free" TRUE
"502" "GYHaejDRFdUgyRm8X_g8rg" 4 -81.664173 41.5167028 "OH" TRUE FALSE "no" TRUE
"504" "VGRn5KgYKMkqdIKtBUzQQA" 3 -81.691629 41.497812 "OH" TRUE FALSE "free" FALSE
"505" "sEVa_2Nlo8CBPGOTE7ubgw" 4 -80.8576989 34.9566471 "SC" TRUE FALSE "no" TRUE
"508" "-3oxnPPPU3YoxO9M1I2idg" 4 -111.8062972 33.3799121 "AZ" TRUE FALSE "free" FALSE
"510" "YZyyG21xcwPQLqYh8pI-Ow" 2.5 -115.1809762 36.1143876 "NV" TRUE TRUE "no" FALSE
"512" "0CAzhX1w9qGD8iz4F8XZjQ" 3 -111.842356 33.3027643 "AZ" TRUE FALSE "free" FALSE
"513" "_P7OjSDvuywYpcp8m_7O9w" 4 -111.84163243 33.3019787879 "AZ" TRUE TRUE "free" TRUE
"514" "hihud--QRriCYZw1zZvW4g" 4.5 -115.151261 36.108898 "NV" TRUE TRUE "free" TRUE
"515" "jrFB2o5Gk2aRw22oNGxJKg" 4 -111.8972598 33.3198527 "AZ" TRUE FALSE "no" TRUE
"516" "XvYwUnuWEai7p-95cj8S1w" 3.5 -111.9477553 33.3334387 "AZ" TRUE FALSE "no" TRUE
"517" "JGeqQEAo4OBXV74MBFqswA" 4 9.10571 48.72972 "BW" FALSE TRUE "no" FALSE
"518" "6y-z_jGX7PCUubMPFDbxVA" 3 -79.3020196 43.7224834 "ON" TRUE TRUE "free" TRUE
"519" "6zjv75DW7a_XkYiBBb3S7A" 3 -114.9856516 36.0335025 "NV" TRUE FALSE "free" TRUE
"520" "13eX63udIlRK8NNF0EnwAQ" 5 -80.778819 35.249536 "NC" TRUE FALSE "free" FALSE
"521" "HfWR3Eyqd0t47Nv9hmw3tA" 4.5 9.1803448 48.7698871 "BW" TRUE TRUE "free" FALSE
"523" "WexIGFr-I6eH4loUY6DILw" 3.5 -115.149007643 36.1059999767 "NV" TRUE FALSE "free" FALSE
"524" "lB0xRVCVc5t86RGBnBdnmA" 4 -79.7049463 43.5404869 "ON" TRUE FALSE "no" TRUE
"525" "1veVZUawy7IhIc5oDpRRQA" 4.5 -81.6712543 41.5128706 "OH" TRUE FALSE "free" TRUE
"528" "ieMz5kx4JFm0g0bmPzCC-A" 3 -112.355285791 33.6547866112 "AZ" TRUE FALSE "no" FALSE
"530" "fvCiBVBsoY8ixMJ7Esk33w" 3 -112.120922059 33.6111771072 "AZ" TRUE FALSE "no" FALSE
"532" "Y6Vw0FF8Qz9XD8fY4Z9Vfg" 4 -111.860917 33.336426 "AZ" TRUE TRUE "free" FALSE
"534" "q6QjMYwBlkwum4kj88t4Sg" 4 -79.6196897 43.5773518 "ON" TRUE FALSE "no" TRUE
"535" "wROj9KOvOHgKwXlG9PUsIA" 3.5 -73.5773558 45.4967685 "QC" FALSE TRUE "free" TRUE
"537" "PhN5_GZxFQBicMp-OFvrBQ" 4 -79.4720528 43.6655213 "ON" TRUE FALSE "free" FALSE
"539" "U9iNEzBVCsPLrzoJOwa32Q" 3 -80.9325000644 35.1440182943 "NC" TRUE FALSE "free" FALSE
"540" "cPmThZ7Ugpd8eJnIObOy0Q" 3 -115.331415 36.1596477 "NV" TRUE TRUE "free" TRUE
"541" "Vg4N2DsGrzzoam9jS1L3Wg" 3.5 -79.322278 43.774878 "ON" TRUE FALSE "no" FALSE
"542" "qablZKWgueQ4UF_QRT46mA" 3 -111.8598905 33.3646526 "AZ" TRUE FALSE "no" FALSE
"543" "zkDxv3JDb6Chg72gODDGJQ" 3.5 -79.3839294 43.64744 "ON" TRUE FALSE "no" TRUE
"544" "TUrQG_XfJA_kCOSN0oUbTQ" 3.5 -115.1723424 36.0552452 "NV" TRUE FALSE "no" FALSE
"549" "e-cxqDjKEHEcISP2iGcZxg" 3.5 -111.963375202 33.6753261878 "AZ" FALSE FALSE "no" FALSE
"550" "N9qQPezv9swXFLPgoMdhOg" 2 -81.6903909 41.4590523 "OH" TRUE FALSE "free" FALSE
"556" "Opufpwe4jaf--LtDZ_AHiw" 5 -115.136401845 36.1079183842 "NV" TRUE FALSE "no" FALSE
"557" "bz07FlaDmxHV9ER-cF6XuA" 3.5 -79.3934669718 43.6558589481 "ON" TRUE TRUE "no" FALSE
"559" "9XLH_grfIYKR7d5ZT9ZX_A" 4 -79.3172433 43.6849406 "ON" FALSE TRUE "no" TRUE
"560" "j1i7s55PmOFzJC3l6O8PiA" 3.5 -89.410727 43.067569 "WI" TRUE FALSE "free" FALSE
"561" "Rzs_9BahUgS-AcEwrI46cA" 3 -3.1901174353 55.9482304709 "EDH" FALSE TRUE "free" TRUE
"566" "r_wJ7ryFUHyY0bC_-zEm_g" 3.5 -79.5842644 43.551327 "ON" TRUE TRUE "free" TRUE
"567" "wj2DUF07FDk9-nTKcoPaPQ" 4 -79.3704617 43.6638691 "ON" TRUE FALSE "free" TRUE
"569" "NZ2zuKcxDAHOoyYjLcUZKg" 4 -3.2023424 55.9416597 "EDH" FALSE TRUE "free" FALSE
"570" "xQqCpVu52dCZlsoYoKRykA" 4.5 -79.950919 40.4828 "PA" TRUE FALSE "free" TRUE
"571" "ZFhToWN998div0sU0vFLyA" 3.5 -112.340639 33.610405 "AZ" TRUE FALSE "no" FALSE
"577" "sAEFh7e7fY-W2gMWSbIAWQ" 4 -111.9262452 33.617584 "AZ" TRUE FALSE "no" TRUE
"582" "r5rpFRQRRd7G60pUaoj_cA" 3 9.2070694 48.8316511 "BW" FALSE TRUE "no" FALSE
"586" "9d0OggD2_SleuHmHwPExdA" 4.5 -115.085935185 36.0297483369 "NV" TRUE FALSE "no" TRUE
"589" "MmUwlfRrxVLON3NWOobC_w" 4 -80.707806 35.124853 "NC" TRUE FALSE "free" FALSE
"590" "MO-C3o6DFqLBK1Z1qA-f4g" 1.5 -111.614770107 33.3927328437 "AZ" TRUE FALSE "free" FALSE
"591" "7r5IkNAxUF5DbMq_YSNC-g" 2 -80.2263191 40.6120999 "PA" TRUE FALSE "free" FALSE
"593" "_18eAwEHvc6RSa6MeynXag" 3.5 -111.9443831 33.6397015 "AZ" TRUE TRUE "no" TRUE
"595" "1ArRdNrB7RjZ6B3X6JW3eA" 3 -79.6627667919 43.5390874242 "ON" TRUE TRUE "free" TRUE
"597" "27nh-2hNnNkf2dBk9aeKHQ" 4 -89.48674 43.102896 "WI" TRUE FALSE "no" TRUE
"599" "VdlPZg2NAu8t8GkdbPLecg" 3.5 -111.900456296 33.5552118623 "AZ" TRUE TRUE "free" TRUE
"602" "YwTtrKCE_9OaMe9xASCOkA" 1.5 -79.3800507 43.6540618 "ON" TRUE FALSE "no" FALSE
"603" "X_KaYlw57RpXWzUrQb0Z9Q" 4.5 -3.2093281 55.9266149 "EDH" TRUE FALSE "no" TRUE
"606" "16d3BlncEyCTzb0GxXrBXQ" 5 -111.854198 33.3944452 "AZ" TRUE TRUE "no" TRUE
"610" "_2zteKyb7si8VxMpGNYpxQ" 4.5 -111.8312339 33.5818523 "AZ" FALSE TRUE "free" FALSE
"614" "0NDbUCHi9YsRwgG3iZO8Kg" 3.5 -81.348688 41.320026 "OH" TRUE TRUE "no" FALSE
"615" "wNMUtWy0SRQu7m3i4FNhYg" 4 -82.0127861665 41.4610908454 "OH" TRUE FALSE "no" FALSE
"616" "6gF-m1csJtckBSJEmIpsTg" 3.5 -80.8788418 35.4842614 "NC" FALSE FALSE "no" FALSE
"619" "pcs7jXj_mvuLQq6DQ3Ggcg" 4.5 -81.7110783 41.4811796 "OH" TRUE FALSE "no" TRUE
"620" "KJ4pOM_gVUWiNs3EjFAtwg" 4 -111.8417105 33.3110891 "AZ" TRUE FALSE "no" TRUE
"622" "fdS9moyk-R84-DgY5xrCRg" 3 -81.3845329743 41.35205359 "OH" TRUE FALSE "no" TRUE
"626" "Efp7bOqA9tndPUF8VFUl4Q" 3 -79.4778774 44.0467614 "ON" TRUE TRUE "no" FALSE
"627" "Ang2kQwTBd9S4LrhAS2pCA" 4 -115.2177135 36.1153547 "NV" TRUE TRUE "free" FALSE
"628" "nnQDIQ2FM4EfJW76IbmjfQ" 2.5 -112.007296 33.437136 "AZ" TRUE FALSE "no" FALSE
"629" "cwQwLJMaTA2Zm0LfPx4diw" 4.5 -79.6430241 43.5928749 "ON" TRUE FALSE "no" TRUE
"632" "xQzunp8KMJJ_GPzQHFCI5g" 3 -79.4173275 43.6469314 "ON" TRUE FALSE "free" TRUE
"634" "9BQGpsIRhs9cRHuGh9xuJw" 4 -81.3269842509 41.1554880172 "OH" TRUE TRUE "no" FALSE
"637" "QlJztL2aGEXgejgi5JM9Xg" 4 -111.930337 33.624639 "AZ" TRUE TRUE "free" TRUE
"639" "LCf4MZQcwgtniQUJ-MQBZA" 3.5 -115.0909203 36.1139613 "NV" TRUE FALSE "free" FALSE
"640" "NJGGYCkvtW8W9njq9WpMmw" 4 -80.860164 35.409145 "NC" TRUE TRUE "free" TRUE
"641" "729grSa1Wsn-hfv7D5uOxg" 5 -80.230377 40.592077 "PA" TRUE FALSE "no" FALSE
"642" "f-ookZOX4pBNldaOHMkJ4A" 3 -79.386932 43.654987 "ON" TRUE FALSE "free" TRUE
"644" "mfMTS_2YBhmq9phSx1bnxg" 3.5 -114.933242323 35.993443412 "NV" TRUE FALSE "no" FALSE
"645" "oi_jhCtPLj6NULrCe_JllA" 4 -111.8411036 33.3089552 "AZ" TRUE FALSE "no" TRUE
"646" "Ff0kQjNFKdn4CLST0ypmew" 3.5 -79.3958599 43.8797893 "ON" TRUE TRUE "no" FALSE
"647" "zew94PCbpWKFTldA04Wx8w" 4 -79.3932255 43.6472265 "ON" FALSE TRUE "free" TRUE
"649" "gvp4HXkcdlqkLZd83qxZpg" 4 -80.1281179 40.2738736 "PA" TRUE FALSE "free" TRUE
"650" "XmgdFa3G_CZVfjtQEJMZfQ" 3.5 -79.4042482642 43.6572066092 "ON" TRUE TRUE "no" TRUE
"652" "bJo_-dEqQKdJKQJaa9hK7g" 4.5 -89.47552 43.0830709 "WI" TRUE TRUE "no" FALSE
"653" "GQCmcU4aD6GEq7Eo7pKqUg" 3 -115.118716 36.056 "NV" TRUE FALSE "free" FALSE
"655" "z0wEFGBsImCbbDKNBrmiMw" 3.5 -74.1567134375 45.8940668033 "QC" TRUE TRUE "free" FALSE
"656" "BskUTTscZ1XGa9ev7TlfeQ" 3.5 -79.9962055882 40.4416755559 "PA" TRUE TRUE "free" TRUE
"658" "BaIRfAJzaqL0VKizwlTciw" 4.5 -80.0301221386 40.4054010662 "PA" FALSE FALSE "no" TRUE
"660" "fThhK-Slsc_EPuQDQkzvhA" 3.5 -79.3936483 43.687069 "ON" TRUE FALSE "free" TRUE
"661" "B04F5Jvb4JsZdr0Sc9mbgA" 3 -81.7822426558 41.4190169703 "OH" TRUE FALSE "free" TRUE
"662" "SfHE6qK6dT7wxX-Ow82tRg" 4 -73.5692689 45.5057981 "QC" TRUE TRUE "no" FALSE
"665" "Z-9ZLg77FXTQCMqp1gGsrQ" 4 -3.2089531064 55.9518976513 "EDH" FALSE TRUE "free" FALSE
"666" "OeQUmob9q5sbEixK2-Tozw" 3.5 -112.001903541 33.437045841 "AZ" TRUE FALSE "free" FALSE
"667" "iSC_NslJHJTtwoaKn6kggw" 4.5 -115.279168252 36.1266054982 "NV" TRUE FALSE "no" FALSE
"669" "mgeLg8MBRnfvtGZanl7mUw" 1.5 -111.7340145 33.4511218 "AZ" TRUE FALSE "no" FALSE
"675" "EyoTq9dd4oKXhXND_imOzA" 5 -115.1367851 36.104435 "NV" TRUE FALSE "free" TRUE
"677" "xeCqEmjQi0M0dlf4DXcugA" 3 -79.993993789 40.4389127508 "PA" TRUE FALSE "no" FALSE
"678" "Ra5fI9BEAuWWaLJSfkiCiQ" 3.5 -81.9248229 41.4756178 "OH" TRUE TRUE "no" TRUE
"680" "5uZRV3u4n2tbmCAQh9_lpQ" 2.5 -81.33986 41.413695 "OH" TRUE FALSE "free" FALSE
"682" "OY-QPfMdLueBtJgne_9KzQ" 1.5 -115.281 36.2188 "NV" TRUE FALSE "no" TRUE
"683" "bWucOPNoIjd8ECdiDyVq9Q" 4.5 -111.8287607 33.305778 "AZ" TRUE TRUE "no" TRUE
"684" "OyGVzgBL6W7SJOE046pecA" 3.5 -79.3888187 43.7050441 "ON" TRUE TRUE "no" FALSE
"685" "Hdnx6cZBo0JfZopnQDWVYg" 4 -79.9204743 40.4757439 "PA" FALSE TRUE "no" FALSE
"686" "1aj4TG0eFq6NaPBKk6bK7Q" 4 -115.304063282 36.1933265261 "NV" TRUE FALSE "free" TRUE
"687" "fepCIbejv-Kxs6SE6u-_uA" 4 -80.8452783837 35.2285596703 "NC" FALSE TRUE "free" TRUE
"688" "ydUqgWsF3F27TbauOyib0w" 4 -80.7371183 35.2372325 "NC" TRUE FALSE "no" FALSE
"689" "wA2xaBsT8d2opW_jYe1XLA" 4 -79.9763367 40.3500069 "PA" TRUE FALSE "no" FALSE
"690" "gh5MqW8s3aEyRVn-Es1geg" 4 -80.0966031 40.3039154 "PA" TRUE FALSE "free" TRUE
"691" "ataRn8s6owt3SObGajp4KQ" 3.5 -80.8929185 35.4765931 "NC" TRUE FALSE "free" TRUE
"692" "A71qH8j6c1P_iPvY-q9cVg" 2.5 -79.3803395255 43.6554144288 "ON" TRUE FALSE "no" FALSE
"694" "knJh7agyWMdPyndI9dURjw" 2.5 -81.6899059 41.4987176 "OH" TRUE TRUE "free" FALSE
"701" "qcqDjeirxvdgW5kQVkEwSA" 3 -79.4001528 43.6570704 "ON" TRUE TRUE "no" FALSE
"702" "tZOr1d79vMvUV5XQBmcYdw" 4 -82.0801858306 41.4240233938 "OH" TRUE FALSE "no" TRUE
"705" "T_vPBF3WRyHoNXrr86ZhkQ" 3 -115.063731962 36.1674186472 "NV" TRUE FALSE "no" FALSE
"707" "sr-fiRBfkx6wMGvSueg6uQ" 3 -111.8470985 33.3211757 "AZ" TRUE FALSE "no" FALSE
"708" "lzAD5HX6sOona4Esc_lzKQ" 2 -80.7249592 35.3731896 "NC" TRUE FALSE "no" FALSE
"709" "GmhtN4s5elpIpt6r0m26ug" 3 -80.84903 35.086366 "NC" TRUE FALSE "free" TRUE
"710" "1D7U-KEvoQDqWJNiYTNbZg" 4 -81.3379849 41.5212649 "OH" TRUE FALSE "free" TRUE
"718" "3cbsPfoUUrysf-M8FI_0IA" 4 -79.919706 40.475437 "PA" TRUE TRUE "no" TRUE
"720" "nhtl2xdJXIwVlov_9AsAdQ" 4 -79.4104147 43.7579519 "ON" TRUE TRUE "free" FALSE
"725" "T4shscbr3BU3yb6EA3BSfA" 4 -73.5522238 45.5101835 "QC" FALSE TRUE "no" FALSE
"726" "DMj8bQ6HZXmpP8rieGfBeQ" 4 -79.8211773857 43.6724519762 "ON" TRUE TRUE "free" TRUE
"730" "C5siCwJwP8zDy-XU9LMmZQ" 4 -112.3413174 33.6102879 "AZ" TRUE TRUE "no" FALSE
"732" "KVwflracbADEUzLn1wTEKg" 2.5 -114.977853 36.036819 "NV" TRUE FALSE "no" FALSE
"733" "p4qvXkb34X8hgidxEZ33Gw" 4 -89.3607155 43.0855448 "WI" TRUE TRUE "no" FALSE
"735" "b2VDp4P-5CXbvS90ewtXkA" 3.5 9.0918417889 48.7182400799 "BW" TRUE TRUE "no" TRUE
"736" "6nbPXEjmBnDtsgM_YNwGjw" 4.5 -115.1178336 36.0284419 "NV" TRUE FALSE "no" TRUE
"737" "4TmoHYdiBGJQ6x49bf-ZuA" 4 -79.3778797 43.6465208 "ON" TRUE TRUE "no" TRUE
"740" "o0aGMe0ukXSJgd4QefM6cQ" 3.5 -115.120488 36.1142847 "NV" TRUE TRUE "no" FALSE
"741" "cEcTtJIc0h3rRuJWoTgcMg" 3.5 -81.847546 41.476146 "OH" TRUE FALSE "free" TRUE
"742" "X6ZZksefmR_piQj2Gbnduw" 4 -79.4173926 43.6637994 "ON" TRUE TRUE "no" FALSE
"743" "BPRsP7xV5RkMSCh24BTPzQ" 3 -111.842521667 33.3395385742 "AZ" TRUE FALSE "no" TRUE
"744" "BgJNmjmw7YPgcgN9P9G74A" 3.5 -79.4141069 43.6555203 "ON" FALSE TRUE "no" FALSE
"747" "XC06xxb7FFYsXcI2E38IIw" 4 -112.0241743 33.510034 "AZ" FALSE TRUE "no" FALSE
"748" "osx4izO3hitWQTa9yPr6eA" 4 -73.6866372 45.4416967 "QC" TRUE FALSE "no" FALSE
"749" "96DHi-xkBB3CtsQRTPUjxQ" 4 -79.3642691 43.6625533 "ON" TRUE TRUE "no" TRUE
"750" "YcGHCoSkl2PLKsHQCiu0HA" 4.5 -115.172925889 36.024326388 "NV" TRUE FALSE "no" FALSE
"753" "zzSYBWuv_fXGtSgsO-6_1g" 3.5 -81.4854769 41.4633454 "OH" TRUE TRUE "free" FALSE
"756" "-GOsHrWPC0meDRgkCEgC8w" 4 -81.864609 41.153419 "OH" TRUE TRUE "free" TRUE
"758" "l-nL4BmhzpZjcavooO48PQ" 3.5 -79.6043251 43.6489527 "ON" TRUE TRUE "no" TRUE
"760" "lPflTT3i1rLsLKBp4ax7_g" 4 -112.3304254 33.6362398 "AZ" TRUE FALSE "free" TRUE
"761" "uxm2CPgLbs98s9OGPu5gXg" 4 -81.8239072 41.3714793 "OH" TRUE FALSE "no" FALSE
"764" "Shga7lyRNRFQWoFqTPUQCw" 4.5 -81.3600497939 41.1503037027 "OH" TRUE FALSE "free" TRUE
"765" "coAdjIJ7Xomwq7sfHFzxKQ" 3 -111.8365715 33.5869871 "AZ" TRUE FALSE "free" FALSE
"768" "nwIGYvw4-xCC0yk9BKhsPA" 3.5 -79.7848602 43.7034253 "ON" TRUE FALSE "no" FALSE
"769" "AsPW2a72MNVuV8LTDDNyDQ" 3 -79.3819568 43.6509384 "ON" TRUE TRUE "free" TRUE
"771" "2lo7N8RZOCS0DDxO6LPQhw" 4 -79.4141829 43.7765926 "ON" TRUE FALSE "free" TRUE
"773" "TJseLzjLO8F1Vq79_Obgyg" 4.5 -79.4637814 43.6655224 "ON" TRUE FALSE "no" FALSE
"774" "-49WY_TEa9ZEcRk_GnuLog" 3.5 -82.0809626 41.4258611 "OH" TRUE FALSE "no" FALSE
"776" "bU5IgN1FnkkMc5aottoEsQ" 4 -73.6077337 45.5362492 "QC" TRUE TRUE "no" FALSE
"778" "JS8MpdVJ8-grSVNObYXnbA" 3.5 -79.5531824 43.8146209 "ON" TRUE TRUE "no" TRUE
"780" "OF7CLTVXD5zvsi7TZ7gU0Q" 3 -80.5885417 35.4651622 "NC" TRUE FALSE "no" FALSE
"781" "rgg8WrhcqxXecU58BPCoqQ" 2 -80.9361884981 35.0957476278 "SC" TRUE FALSE "no" FALSE
"782" "PjQngP_7m7PA8K1WUHdXqg" 3.5 -81.4947722541 41.1807153518 "OH" TRUE FALSE "free" TRUE
"785" "VyooRcWm2w3QGLYMxESbGg" 5 -79.4542371109 43.664948646 "ON" TRUE FALSE "free" TRUE
"787" "JKM8N-qeXl_cLXOFRpevEA" 4 -81.8407529 41.4806705 "OH" TRUE FALSE "free" TRUE
"792" "DSyBqO8U8INz9cjduM6DzQ" 3.5 -79.946763 40.328073 "PA" TRUE TRUE "free" TRUE
"799" "2U-BRvnR9IGb61-GnIshLw" 3.5 -89.211447 43.182386 "WI" TRUE FALSE "no" TRUE
"800" "IdUnbm1sMfdOFaXuCtkStg" 3.5 -79.3778704 43.6497496 "ON" TRUE FALSE "free" TRUE
"801" "2bNd0nwFCZR7UxjMtolXNA" 4 -79.6679942 43.4462512 "ON" TRUE TRUE "no" FALSE
"804" "8Jha7n3EY3_eRIMUOoJ4Zg" 4.5 -81.827341 41.374693 "OH" TRUE FALSE "free" TRUE
"805" "BpugveMre-_-CnNdo7UeUA" 3.5 -112.1344575 33.5966748 "AZ" TRUE FALSE "no" FALSE
"809" "VUEbOHYJYcnmjfsnxCitiQ" 3.5 -73.5692529 45.5125503 "QC" TRUE TRUE "no" FALSE
"810" "EwxhzR-VghhMsRObXLMitw" 4.5 -115.205902 36.167739 "NV" TRUE TRUE "free" FALSE
"811" "Q_AhULkX16SlEVkKJsNKIg" 5 -79.644336 43.6353895 "ON" TRUE FALSE "no" TRUE
"812" "vxadNrpTY7OHNmWsrEpNnA" 3.5 -80.7694542 35.2139521 "NC" TRUE FALSE "no" TRUE
"814" "UJo6VqjB7qypUoABLXpyBA" 5 -112.2503239 33.5704697 "AZ" TRUE FALSE "no" TRUE
"815" "9dhhtQrXQz5Q5VR8Sjjt5A" 3 -73.5550201 45.5197568 "QC" TRUE TRUE "no" FALSE
"817" "kXUHSQ0ukNC_eD-_O_n9Pg" 5 -73.792598471 45.5220177983 "QC" TRUE TRUE "free" TRUE
"821" "Oh62VtPS3Jj9e6CNRxJh5w" 2.5 -115.1615118 36.1356446 "NV" TRUE FALSE "no" FALSE
"827" "tU3zlAADEJREAaDas8oCOg" 3.5 -79.4133914 43.7703586 "ON" TRUE FALSE "no" FALSE
"829" "bJWujT6cMgdUP-aXy6AitQ" 4 -111.927548 33.585636 "AZ" TRUE FALSE "free" TRUE
"831" "mriYnHJpTEyBL8du4GjGDg" 4.5 -73.5818109159 45.5342608828 "QC" FALSE FALSE "no" FALSE
"835" "3IFRrhyOUK8TIISTdTs2vA" 4.5 9.166247 48.6861739 "BW" TRUE TRUE "free" TRUE
"836" "tQ3mOkDrkf3OANy9BeYRMw" 4 -73.5538567 45.5211971 "QC" TRUE TRUE "free" TRUE
"843" "JftoP9r6TT98v83hfY9RZw" 3.5 -81.7580821 41.363459 "OH" TRUE FALSE "no" FALSE
"844" "aJduIcgXHKRiAd2PDmM__Q" 3 -79.6429838 43.5928732 "ON" TRUE TRUE "no" FALSE
"845" "yipHhPQlCBmQnmoe-J3rlQ" 4.5 -112.186785549 33.6267143739 "AZ" FALSE FALSE "free" FALSE
"847" "Cr-ywH3ZjBqCyolXf8BpVA" 4 -115.24265 36.249345 "NV" TRUE TRUE "free" FALSE
"848" "Kw06PxDkF8gNMVWntmBKTw" 4 -79.2696579 43.7875515 "ON" TRUE FALSE "no" FALSE
"849" "FN-5HISn0yi5GTM83Uy59g" 4 -79.5329582691 43.7968560945 "ON" TRUE TRUE "free" TRUE
